Date,Player,Active Play Time,Mine Ancient Debris,Horse Rode,Deaths
2024-12-02,RedPolygon,28383376,,103361,28
2024-12-03,ngc_,34897925,,727733,64
2024-12-03,RedPolygon,28384182,,103361,28
2024-12-05,LuckyLuke1112,15491433,,17758,3
2024-12-09,ngc_,34974553,,727733,64
2024-12-09,LuckyLuke1112,15638833,,17758,3
2024-12-09,RedPolygon,28502334,,103361,28
2024-12-14,ngc_,35040561,,727733,64
2024-12-15,ryanver04,16844,,,0
2024-12-15,SteveMurphy_,392783,,,1
2024-12-15,beekje120,2253,,,1
2024-12-15,RedPolygon,28507809,,103361,28
2024-12-15,The_FRIZZER,46549,,,1
2024-12-16,ngc_,35205862,,727733,64
2024-12-16,ryanver04,16844,,,0
2024-12-16,SteveMurphy_,392783,,,1
2024-12-16,RedPolygon,28658882,,103361,28
2024-12-16,beekje120,2253,,,1
2024-12-16,The_FRIZZER,46549,,,1
2024-12-17,ryanver04,16844,,,0
2024-12-17,SteveMurphy_,392783,,,1
2024-12-17,beekje120,2253,,,1
2024-12-17,The_FRIZZER,46549,,,1
2024-12-18,ryanver04,16844,,,0
2024-12-18,SteveMurphy_,392783,,,1
2024-12-18,beekje120,2253,,,1
2024-12-18,The_FRIZZER,46549,,,1
2024-12-19,ryanver04,16844,,,0
2024-12-19,SteveMurphy_,392783,,,1
2024-12-19,beekje120,2253,,,1
2024-12-19,The_FRIZZER,46549,,,1
2024-12-20,ryanver04,16844,,,0
2024-12-20,SteveMurphy_,392783,,,1
2024-12-20,beekje120,2253,,,1
2024-12-20,The_FRIZZER,46549,,,1
2024-12-21,ryanver04,16844,,,0
2024-12-21,SteveMurphy_,392783,,,1
2024-12-21,beekje120,2253,,,1
2024-12-21,The_FRIZZER,46549,,,1
2024-12-22,ryanver04,16844,,,0
2024-12-22,SteveMurphy_,392783,,,1
2024-12-22,beekje120,2253,,,1
2024-12-22,The_FRIZZER,46549,,,1
2024-12-23,ryanver04,16844,,,0
2024-12-23,SteveMurphy_,392783,,,1
2024-12-23,beekje120,2253,,,1
2024-12-23,The_FRIZZER,46549,,,1
2024-12-24,ryanver04,16844,,,0
2024-12-24,SteveMurphy_,392783,,,1
2024-12-24,beekje120,2253,,,1
2024-12-24,The_FRIZZER,46549,,,1
2024-12-25,ryanver04,16844,,,0
2024-12-25,SteveMurphy_,392783,,,1
2024-12-25,beekje120,2253,,,1
2024-12-25,The_FRIZZER,46549,,,1
2024-12-26,ryanver04,16844,,,0
2024-12-26,SteveMurphy_,392783,,,1
2024-12-26,beekje120,2253,,,1
2024-12-26,The_FRIZZER,46549,,,1
2024-12-27,ryanver04,16844,,,0
2024-12-27,SteveMurphy_,392783,,,1
2024-12-27,beekje120,2253,,,1
2024-12-27,The_FRIZZER,46549,,,1
2024-12-28,ryanver04,16844,,,0
2024-12-28,SteveMurphy_,392783,,,1
2024-12-28,beekje120,2253,,,1
2024-12-28,The_FRIZZER,46549,,,1
2024-12-29,ryanver04,16844,,,0
2024-12-29,SteveMurphy_,392783,,,1
2024-12-29,beekje120,2253,,,1
2024-12-29,The_FRIZZER,46549,,,1
